response,td,smp,param,rel.inf
pOcc,1,13002,bird.hab,3.065754749901601e-4
pOcc,1,13002,g.B,0.01761438926857923
pOcc,1,13002,gamma,0.0012870122228866917
pOcc,1,13002,K,2.069507021297502e-4
pOcc,1,13002,m,0.3627503572467647
pOcc,1,13002,mu,0.0198119951395426
pOcc,1,13002,N.0,1.5032941670447942e-4
pOcc,1,13002,n.ldd,0.47581615947810435
pOcc,1,13002,p,0.007938806529743749
pOcc,1,13002,p.c,8.999421256933939e-4
pOcc,1,13002,p.f,0.011594696302940789
pOcc,1,13002,s.B,0.007510408696458232
pOcc,1,13002,s.c,0.002323130934018567
pOcc,1,13002,s.M,0.03998546127928207
pOcc,1,13002,s.N,1.3248867647534004e-4
pOcc,1,13002,sdd.max,6.946142001985557e-5
pOcc,1,13002,sdd.rate,0.05160183508566606
pOcc,1,14446,bird.hab,2.1403626878968172e-4
pOcc,1,14446,g.B,0.017469328665629388
pOcc,1,14446,gamma,9.754992236990066e-4
pOcc,1,14446,K,1.9756787304347364e-4
pOcc,1,14446,m,0.3590310456455288
pOcc,1,14446,mu,0.019460647799783584
pOcc,1,14446,N.0,5.6293140555960335e-5
pOcc,1,14446,n.ldd,0.4802935340907572
pOcc,1,14446,p,0.00801802601770552
pOcc,1,14446,p.c,0.0013999875810302646
pOcc,1,14446,p.f,0.011165868358517383
pOcc,1,14446,s.B,0.008034804466563801
pOcc,1,14446,s.c,0.002348109860747864
pOcc,1,14446,s.M,0.041469041589876784
pOcc,1,14446,s.N,3.4919064599309277e-4
pOcc,1,14446,sdd.max,3.7848901589734696e-6
pOcc,1,14446,sdd.rate,0.0495132338816193
pOcc,1,15891,bird.hab,3.463566749656432e-4
pOcc,1,15891,g.B,0.017650767710119423
pOcc,1,15891,gamma,0.0010226775056420927
pOcc,1,15891,K,1.0348026329761108e-4
pOcc,1,15891,m,0.3584627781323293
pOcc,1,15891,mu,0.01987743595797763
pOcc,1,15891,N.0,3.6322001890540197e-5
pOcc,1,15891,n.ldd,0.4792196093883977
pOcc,1,15891,p,0.007929269079665843
pOcc,1,15891,p.c,9.316889141572168e-4
pOcc,1,15891,p.f,0.01161047604576509
pOcc,1,15891,s.B,0.008275676189133822
pOcc,1,15891,s.c,0.0019626018079088913
pOcc,1,15891,s.M,0.04091283925892645
pOcc,1,15891,s.N,3.415656846958479e-4
pOcc,1,15891,sdd.max,0
pOcc,1,15891,sdd.rate,0.0513164553851269
pOcc,1,17335,bird.hab,3.3752731011520604e-4
pOcc,1,17335,g.B,0.017869367367397325
pOcc,1,17335,gamma,9.88033282527668e-4
pOcc,1,17335,K,8.911091681720613e-5
pOcc,1,17335,m,0.3643352170010799
pOcc,1,17335,mu,0.019894902599838272
pOcc,1,17335,N.0,4.1891723336998035e-5
pOcc,1,17335,n.ldd,0.4763940921425784
pOcc,1,17335,p,0.007858212059793219
pOcc,1,17335,p.c,0.001170077083112168
pOcc,1,17335,p.f,0.011073186159554898
pOcc,1,17335,s.B,0.007865614009168763
pOcc,1,17335,s.c,0.002316869112198186
pOcc,1,17335,s.M,0.039224086181001885
pOcc,1,17335,s.N,2.2547405448402174e-4
pOcc,1,17335,sdd.max,0
pOcc,1,17335,sdd.rate,0.0503163389969959
pOcc,1,18780,bird.hab,3.260304861313084e-4
pOcc,1,18780,g.B,0.017749527498965724
pOcc,1,18780,gamma,9.097754617082616e-4
pOcc,1,18780,K,4.281370579055975e-5
pOcc,1,18780,m,0.3612407289010603
pOcc,1,18780,mu,0.019721227109060963
pOcc,1,18780,N.0,2.6739468619798845e-5
pOcc,1,18780,n.ldd,0.47837747478742043
pOcc,1,18780,p,0.008268600919687242
pOcc,1,18780,p.c,9.133640927066999e-4
pOcc,1,18780,p.f,0.011182284672977891
pOcc,1,18780,s.B,0.008242959745417411
pOcc,1,18780,s.c,0.0022434564526808585
pOcc,1,18780,s.M,0.03945154862857413
pOcc,1,18780,s.N,2.316516784060964e-4
pOcc,1,18780,sdd.max,1.2670830032960687e-5
pOcc,1,18780,sdd.rate,0.051059145560759356
pOcc,1,20225,bird.hab,3.338616703852136e-4
pOcc,1,20225,g.B,0.017413811365795374
pOcc,1,20225,gamma,9.244848128086955e-4
pOcc,1,20225,K,3.73238092483749e-6
pOcc,1,20225,m,0.36384527207520034
pOcc,1,20225,mu,0.01906521908550025
pOcc,1,20225,N.0,1.1349357957675964e-4
pOcc,1,20225,n.ldd,0.47907801019272717
pOcc,1,20225,p,0.007797245864167276
pOcc,1,20225,p.c,0.0012060484645529958
pOcc,1,20225,p.f,0.010859280253472582
pOcc,1,20225,s.B,0.008371144671395488
pOcc,1,20225,s.c,0.0022771790212837515
pOcc,1,20225,s.M,0.039397190917641864
pOcc,1,20225,s.N,2.433735891022323e-4
pOcc,1,20225,sdd.max,0
pOcc,1,20225,sdd.rate,0.04907065205546508
pOcc,1,21669,bird.hab,2.581676649338975e-4
pOcc,1,21669,g.B,0.017927757846553084
pOcc,1,21669,gamma,0.001077467020908588
pOcc,1,21669,K,0
pOcc,1,21669,m,0.36648327959364946
pOcc,1,21669,mu,0.019308562339513387
pOcc,1,21669,N.0,5.912975322701934e-5
pOcc,1,21669,n.ldd,0.4735202401986514
pOcc,1,21669,p,0.007855983261609821
pOcc,1,21669,p.c,9.907151610535102e-4
pOcc,1,21669,p.f,0.011107940985062936
pOcc,1,21669,s.B,0.008051538134191948
pOcc,1,21669,s.c,0.0022710390284616197
pOcc,1,21669,s.M,0.03992039744437969
pOcc,1,21669,s.N,2.0896095100348102e-4
pOcc,1,21669,sdd.max,0
pOcc,1,21669,sdd.rate,0.05095882061680013
pOcc,1,23114,bird.hab,3.0293254852418983e-4
pOcc,1,23114,g.B,0.017437585060088107
pOcc,1,23114,gamma,0.00102584544914094
pOcc,1,23114,K,3.243549316748501e-5
pOcc,1,23114,m,0.3633310212984027
pOcc,1,23114,mu,0.018940444502640385
pOcc,1,23114,N.0,5.2755236661420894e-5
pOcc,1,23114,n.ldd,0.4784278831229857
pOcc,1,23114,p,0.007816048725608713
pOcc,1,23114,p.c,9.556317195196797e-4
pOcc,1,23114,p.f,0.010961141716632388
pOcc,1,23114,s.B,0.008418073682185542
pOcc,1,23114,s.c,0.0022956066011972052
pOcc,1,23114,s.M,0.039016235465851395
pOcc,1,23114,s.N,1.1607559955862375e-4
pOcc,1,23114,sdd.max,0
pOcc,1,23114,sdd.rate,0.05087028377783553
pOcc,1,24558,bird.hab,3.049843105859443e-4
pOcc,1,24558,g.B,0.01785475293531741
pOcc,1,24558,gamma,9.924580825573035e-4
pOcc,1,24558,K,2.6846348793571438e-5
pOcc,1,24558,m,0.36523686591778165
pOcc,1,24558,mu,0.019024657960399854
pOcc,1,24558,N.0,6.86158790907462e-5
pOcc,1,24558,n.ldd,0.4757850418526585
pOcc,1,24558,p,0.007804209607467505
pOcc,1,24558,p.c,8.891097036725999e-4
pOcc,1,24558,p.f,0.011305291273443764
pOcc,1,24558,s.B,0.007963201126806164
pOcc,1,24558,s.c,0.0022317112752550444
pOcc,1,24558,s.M,0.039269836356433996
pOcc,1,24558,s.N,1.785146072597061e-4
pOcc,1,24558,sdd.max,0
pOcc,1,24558,sdd.rate,0.05106390276247625
pOcc,1,26003,bird.hab,2.7627549199895154e-4
pOcc,1,26003,g.B,0.017693775551934028
pOcc,1,26003,gamma,9.841917246968578e-4
pOcc,1,26003,K,2.414590682707844e-5
pOcc,1,26003,m,0.36482156021834616
pOcc,1,26003,mu,0.018962000859566425
pOcc,1,26003,N.0,5.149314023712061e-5
pOcc,1,26003,n.ldd,0.47720539705064935
pOcc,1,26003,p,0.007740916393405482
pOcc,1,26003,p.c,9.350628738270113e-4
pOcc,1,26003,p.f,0.011060637032701482
pOcc,1,26003,s.B,0.008053282860293309
pOcc,1,26003,s.c,0.0021843970552315227
pOcc,1,26003,s.M,0.0391232125792827
pOcc,1,26003,s.N,1.411824641825015e-4
pOcc,1,26003,sdd.max,0
pOcc,1,26003,sdd.rate,0.05074246879681996
pOcc,3,13002,bird.hab,5.65203719390835e-4
pOcc,3,13002,g.B,0.016842765860190966
pOcc,3,13002,gamma,0.0010193080580425669
pOcc,3,13002,K,3.278381326248205e-4
pOcc,3,13002,m,0.3712431606594097
pOcc,3,13002,mu,0.0190830995255852
pOcc,3,13002,N.0,2.449014921882571e-4
pOcc,3,13002,n.ldd,0.4664659524610116
pOcc,3,13002,p,0.00793135707898178
pOcc,3,13002,p.c,0.001263516184067334
pOcc,3,13002,p.f,0.011083941630586997
pOcc,3,13002,s.B,0.007176675552079229
pOcc,3,13002,s.c,0.002422737333926636
pOcc,3,13002,s.M,0.04162935361859451
pOcc,3,13002,s.N,4.941103617202608e-4
pOcc,3,13002,sdd.max,1.983261062416219e-4
pOcc,3,13002,sdd.rate,0.052007752225357744
pOcc,3,14446,bird.hab,5.029523019116016e-4
pOcc,3,14446,g.B,0.016807420378785142
pOcc,3,14446,gamma,0.0010064685902489755
pOcc,3,14446,K,4.1373964022683063e-4
pOcc,3,14446,m,0.37089638356736776
pOcc,3,14446,mu,0.018444333341189344
pOcc,3,14446,N.0,2.1192607552090805e-4
pOcc,3,14446,n.ldd,0.46887724883435206
pOcc,3,14446,p,0.008016801066251232
pOcc,3,14446,p.c,0.0014701297780671419
pOcc,3,14446,p.f,0.010562181695738762
pOcc,3,14446,s.B,0.007539706608049044
pOcc,3,14446,s.c,0.002377890238564109
pOcc,3,14446,s.M,0.04234477158281015
pOcc,3,14446,s.N,4.641638241686501e-4
pOcc,3,14446,sdd.max,1.6108318556151024e-4
pOcc,3,14446,sdd.rate,0.04990279929118675
pOcc,3,15891,bird.hab,5.393579984120431e-4
pOcc,3,15891,g.B,0.016320601605232753
pOcc,3,15891,gamma,9.776085396347577e-4
pOcc,3,15891,K,2.914570837672324e-4
pOcc,3,15891,m,0.3672997761617505
pOcc,3,15891,mu,0.01947188025638974
pOcc,3,15891,N.0,1.7113767513047287e-4
pOcc,3,15891,n.ldd,0.46972361394204154
pOcc,3,15891,p,0.007700910521155633
pOcc,3,15891,p.c,0.001292591555294711
pOcc,3,15891,p.f,0.010992982654505289
pOcc,3,15891,s.B,0.007964747220460665
pOcc,3,15891,s.c,0.002079534093382131
pOcc,3,15891,s.M,0.04313875204886046
pOcc,3,15891,s.N,5.424958921956839e-4
pOcc,3,15891,sdd.max,1.2647352427506506e-4
pOcc,3,15891,sdd.rate,0.0513660792275113
pOcc,3,17335,bird.hab,5.894333783573337e-4
pOcc,3,17335,g.B,0.016629954788188926
pOcc,3,17335,gamma,9.27669462085362e-4
pOcc,3,17335,K,2.737531206422581e-4
pOcc,3,17335,m,0.3741073468856776
pOcc,3,17335,mu,0.019194620545510882
pOcc,3,17335,N.0,1.8704559559281532e-4
pOcc,3,17335,n.ldd,0.4667763299417244
pOcc,3,17335,p,0.007951541278790185
pOcc,3,17335,p.c,0.001306833325980036
pOcc,3,17335,p.f,0.010833801125204507
pOcc,3,17335,s.B,0.007456372366430319
pOcc,3,17335,s.c,0.002241353006644517
pOcc,3,17335,s.M,0.040317843213879004
pOcc,3,17335,s.N,3.753014404038099e-4
pOcc,3,17335,sdd.max,1.2013944056764093e-4
pOcc,3,17335,sdd.rate,0.05071066108432046
pOcc,3,18780,bird.hab,5.591259323107692e-4
pOcc,3,18780,g.B,0.016879301502423928
pOcc,3,18780,gamma,9.141105827761794e-4
pOcc,3,18780,K,1.9919380010317435e-4
pOcc,3,18780,m,0.3705518156745176
pOcc,3,18780,mu,0.018891181708474866
pOcc,3,18780,N.0,1.7385838424227823e-4
pOcc,3,18780,n.ldd,0.46921363019142615
pOcc,3,18780,p,0.007871124072610685
pOcc,3,18780,p.c,0.0010755183067729759
pOcc,3,18780,p.f,0.010731523537287513
pOcc,3,18780,s.B,0.007755488774087187
pOcc,3,18780,s.c,0.002281951169526881
pOcc,3,18780,s.M,0.04074979097799419
pOcc,3,18780,s.N,4.4443857343332206e-4
pOcc,3,18780,sdd.max,1.5274877510842912e-4
pOcc,3,18780,sdd.rate,0.05155519803690386
pOcc,3,20225,bird.hab,5.297097477105723e-4
pOcc,3,20225,g.B,0.01658003234580419
pOcc,3,20225,gamma,8.600538202208897e-4
pOcc,3,20225,K,1.9827161000324122e-4
pOcc,3,20225,m,0.37329896059917933
pOcc,3,20225,mu,0.018468613676613406
pOcc,3,20225,N.0,2.3537912610547838e-4
pOcc,3,20225,n.ldd,0.46903848256798336
pOcc,3,20225,p,0.007673849703079644
pOcc,3,20225,p.c,0.0013311921259735954
pOcc,3,20225,p.f,0.010539392622093007
pOcc,3,20225,s.B,0.00787210093243928
pOcc,3,20225,s.c,0.002285188629966317
pOcc,3,20225,s.M,0.041215047448044384
pOcc,3,20225,s.N,4.2394556556097995e-4
pOcc,3,20225,sdd.max,1.0536196261224704e-4
pOcc,3,20225,sdd.rate,0.04934441751661005
pOcc,3,21669,bird.hab,4.341270380350895e-4
pOcc,3,21669,g.B,0.01670868324180774
pOcc,3,21669,gamma,0.001012100799376907
pOcc,3,21669,K,1.670492940159537e-4
pOcc,3,21669,m,0.37634808930605496
pOcc,3,21669,mu,0.018698494672932244
pOcc,3,21669,N.0,2.0301389248959502e-4
pOcc,3,21669,n.ldd,0.46391513970180975
pOcc,3,21669,p,0.007574226499230678
pOcc,3,21669,p.c,0.0011519999690637562
pOcc,3,21669,p.f,0.010530112974485483
pOcc,3,21669,s.B,0.007669187422068306
pOcc,3,21669,s.c,0.0022584104542577076
pOcc,3,21669,s.M,0.04175997641505053
pOcc,3,21669,s.N,4.2026003941001485e-4
pOcc,3,21669,sdd.max,5.8702610796772475e-5
pOcc,3,21669,sdd.rate,0.05109042566911457
pOcc,3,23114,bird.hab,5.242732038456277e-4
pOcc,3,23114,g.B,0.016375821447808234
pOcc,3,23114,gamma,0.001028101960840252
pOcc,3,23114,K,1.8923775254036542e-4
pOcc,3,23114,m,0.37291479736251054
pOcc,3,23114,mu,0.018123028946653085
pOcc,3,23114,N.0,2.0567306094904786e-4
pOcc,3,23114,n.ldd,0.4689073391726879
pOcc,3,23114,p,0.007685833186872859
pOcc,3,23114,p.c,0.0011133216781363964
pOcc,3,23114,p.f,0.010576272854755518
pOcc,3,23114,s.B,0.0080181026041903
pOcc,3,23114,s.c,0.002330905418848877
pOcc,3,23114,s.M,0.04051247663933949
pOcc,3,23114,s.N,3.721585723740236e-4
pOcc,3,23114,sdd.max,1.2808071772158703e-4
pOcc,3,23114,sdd.rate,0.05099457541992591
pOcc,3,24558,bird.hab,4.930944676758296e-4
pOcc,3,24558,g.B,0.016721663935553355
pOcc,3,24558,gamma,9.523765400069146e-4
pOcc,3,24558,K,1.9615203531164998e-4
pOcc,3,24558,m,0.3758785186782479
pOcc,3,24558,mu,0.018380646604227797
pOcc,3,24558,N.0,1.9241169055713163e-4
pOcc,3,24558,n.ldd,0.465856821561742
pOcc,3,24558,p,0.0075934077612717435
pOcc,3,24558,p.c,0.0010726538617265608
pOcc,3,24558,p.f,0.010638795128810304
pOcc,3,24558,s.B,0.007608324650136162
pOcc,3,24558,s.c,0.0022484913640643906
pOcc,3,24558,s.M,0.04080026227979246
pOcc,3,24558,s.N,4.083653000370624e-4
pOcc,3,24558,sdd.max,1.1127222846458559e-4
pOcc,3,24558,sdd.rate,0.05084674191237418
pOcc,3,26003,bird.hab,4.800266376735387e-4
pOcc,3,26003,g.B,0.016624752582618262
pOcc,3,26003,gamma,9.446897372325715e-4
pOcc,3,26003,K,1.7993390305412376e-4
pOcc,3,26003,m,0.37506217309998974
pOcc,3,26003,mu,0.018320352084906365
pOcc,3,26003,N.0,1.8471463529698507e-4
pOcc,3,26003,n.ldd,0.467275021526194
pOcc,3,26003,p,0.0076348993226247
pOcc,3,26003,p.c,0.0011149690784094867
pOcc,3,26003,p.f,0.010519157424871741
pOcc,3,26003,s.B,0.007657824138239644
pOcc,3,26003,s.c,0.0022327866465191434
pOcc,3,26003,s.M,0.04062044749542432
pOcc,3,26003,s.N,3.5630057560728985e-4
pOcc,3,26003,sdd.max,1.228134774109644e-4
pOcc,3,26003,sdd.rate,0.050669137633927185
pOcc,5,13002,bird.hab,6.70469333479032e-4
pOcc,5,13002,g.B,0.017317173269437797
pOcc,5,13002,gamma,0.001056114738508622
pOcc,5,13002,K,4.5257433235025785e-4
pOcc,5,13002,m,0.36790586287391214
pOcc,5,13002,mu,0.019985576203353964
pOcc,5,13002,N.0,2.7266325219544256e-4
pOcc,5,13002,n.ldd,0.46244550112704197
pOcc,5,13002,p,0.008252057412949909
pOcc,5,13002,p.c,0.0014344701283622774
pOcc,5,13002,p.f,0.01147176637451485
pOcc,5,13002,s.B,0.007358870473694029
pOcc,5,13002,s.c,0.0025040342254148812
pOcc,5,13002,s.M,0.04374574339862914
pOcc,5,13002,s.N,6.502351774980011e-4
pOcc,5,13002,sdd.max,2.2044363329734235e-4
pOcc,5,13002,sdd.rate,0.054256444045360376
pOcc,5,14446,bird.hab,6.528221228406274e-4
pOcc,5,14446,g.B,0.01713800032269124
pOcc,5,14446,gamma,0.0010657422206712835
pOcc,5,14446,K,6.012512069866147e-4
pOcc,5,14446,m,0.36667144653520717
pOcc,5,14446,mu,0.0194067704337018
pOcc,5,14446,N.0,2.695553122312637e-4
pOcc,5,14446,n.ldd,0.4652422317060952
pOcc,5,14446,p,0.008399752919711435
pOcc,5,14446,p.c,0.0016126023805455888
pOcc,5,14446,p.f,0.010993895444087652
pOcc,5,14446,s.B,0.007709714295853676
pOcc,5,14446,s.c,0.0024640290997259757
pOcc,5,14446,s.M,0.04427104322891596
pOcc,5,14446,s.N,6.759737115694128e-4
pOcc,5,14446,sdd.max,1.9167235645141712e-4
pOcc,5,14446,sdd.rate,0.052633496702713695
pOcc,5,15891,bird.hab,6.214408219762913e-4
pOcc,5,15891,g.B,0.016688309025868566
pOcc,5,15891,gamma,0.0010448284589292447
pOcc,5,15891,K,4.4668054329419145e-4
pOcc,5,15891,m,0.36429476215119605
pOcc,5,15891,mu,0.02052835615321397
pOcc,5,15891,N.0,1.8938799625907777e-4
pOcc,5,15891,n.ldd,0.46547388113644067
pOcc,5,15891,p,0.008020154191042074
pOcc,5,15891,p.c,0.0014974653263270243
pOcc,5,15891,p.f,0.011246830977092236
pOcc,5,15891,s.B,0.008218421306366944
pOcc,5,15891,s.c,0.002177392645313512
pOcc,5,15891,s.M,0.045094396103411684
pOcc,5,15891,s.N,6.725555163807087e-4
pOcc,5,15891,sdd.max,1.5392347606287964e-4
pOcc,5,15891,sdd.rate,0.053631214170824844
pOcc,5,17335,bird.hab,6.451513297293707e-4
pOcc,5,17335,g.B,0.017388562015765958
pOcc,5,17335,gamma,0.0010090720311702415
pOcc,5,17335,K,4.237883993656468e-4
pOcc,5,17335,m,0.3701586657096049
pOcc,5,17335,mu,0.019835711294666252
pOcc,5,17335,N.0,2.171527783195287e-4
pOcc,5,17335,n.ldd,0.4635968731026166
pOcc,5,17335,p,0.008347716419227014
pOcc,5,17335,p.c,0.0013748755324867472
pOcc,5,17335,p.f,0.011118131765925127
pOcc,5,17335,s.B,0.007596438727140187
pOcc,5,17335,s.c,0.002373481635142486
pOcc,5,17335,s.M,0.04265940653431682
pOcc,5,17335,s.N,5.3910065148456e-4
pOcc,5,17335,sdd.max,1.407699819743711e-4
pOcc,5,17335,sdd.rate,0.052575102091064224
pOcc,5,18780,bird.hab,6.086828127492687e-4
pOcc,5,18780,g.B,0.017294214280180905
pOcc,5,18780,gamma,9.897266738846371e-4
pOcc,5,18780,K,3.6095481611502525e-4
pOcc,5,18780,m,0.3675923117140794
pOcc,5,18780,mu,0.019451650347068812
pOcc,5,18780,N.0,2.3599693158372534e-4
pOcc,5,18780,n.ldd,0.46479969372541474
pOcc,5,18780,p,0.0080667087057718
pOcc,5,18780,p.c,0.0011661476235882576
pOcc,5,18780,p.f,0.010906261041009054
pOcc,5,18780,s.B,0.007951907995033534
pOcc,5,18780,s.c,0.0023814746420592033
pOcc,5,18780,s.M,0.04315487277119337
pOcc,5,18780,s.N,6.278426079836309e-4
pOcc,5,18780,sdd.max,1.6846282604990356e-4
pOcc,5,18780,sdd.rate,0.054243090486234706
pOcc,5,20225,bird.hab,5.892066710921273e-4
pOcc,5,20225,g.B,0.016899432436229073
pOcc,5,20225,gamma,9.208536537808124e-4
pOcc,5,20225,K,3.192349737771927e-4
pOcc,5,20225,m,0.3692595170628403
pOcc,5,20225,mu,0.01939399648384144
pOcc,5,20225,N.0,2.46952809946194e-4
pOcc,5,20225,n.ldd,0.4655711643811301
pOcc,5,20225,p,0.007926831943357865
pOcc,5,20225,p.c,0.0014084663737429157
pOcc,5,20225,p.f,0.010751040815779387
pOcc,5,20225,s.B,0.008030843384954443
pOcc,5,20225,s.c,0.0024192768980441097
pOcc,5,20225,s.M,0.04403754016323736
pOcc,5,20225,s.N,6.117305201945127e-4
pOcc,5,20225,sdd.max,1.2295172124345398e-4
pOcc,5,20225,sdd.rate,0.051490959706808705
pOcc,5,21669,bird.hab,5.269137355408919e-4
pOcc,5,21669,g.B,0.0171095514732138
pOcc,5,21669,gamma,0.0010123027003899657
pOcc,5,21669,K,2.803497393318365e-4
pOcc,5,21669,m,0.37214047478271034
pOcc,5,21669,mu,0.019404389797548018
pOcc,5,21669,N.0,2.2687781066067756e-4
pOcc,5,21669,n.ldd,0.4612373965578384
pOcc,5,21669,p,0.007793643873308364
pOcc,5,21669,p.c,0.0011954446217976634
pOcc,5,21669,p.f,0.010789527170516474
pOcc,5,21669,s.B,0.007828215532973873
pOcc,5,21669,s.c,0.002334702446031805
pOcc,5,21669,s.M,0.04394648159398359
pOcc,5,21669,s.N,5.544447270816752e-4
pOcc,5,21669,sdd.max,8.044166831464871e-5
pOcc,5,21669,sdd.rate,0.05353884176875803
pOcc,5,23114,bird.hab,5.553308133725558e-4
pOcc,5,23114,g.B,0.01674995279376656
pOcc,5,23114,gamma,0.0010668511721894428
pOcc,5,23114,K,2.7978306971460776e-4
pOcc,5,23114,m,0.36920206962205426
pOcc,5,23114,mu,0.019023967721464426
pOcc,5,23114,N.0,2.131053976948343e-4
pOcc,5,23114,n.ldd,0.4654236237193173
pOcc,5,23114,p,0.007956794155130264
pOcc,5,23114,p.c,0.0011863222811932396
pOcc,5,23114,p.f,0.010790286918845024
pOcc,5,23114,s.B,0.008208416411242984
pOcc,5,23114,s.c,0.0023993009128022817
pOcc,5,23114,s.M,0.04279017278918964
pOcc,5,23114,s.N,5.515574371494509e-4
pOcc,5,23114,sdd.max,1.5558864636053163e-4
pOcc,5,23114,sdd.rate,0.05344687613851254
pOcc,5,24558,bird.hab,5.512340515716756e-4
pOcc,5,24558,g.B,0.017201905036702485
pOcc,5,24558,gamma,9.836136593787308e-4
pOcc,5,24558,K,2.788387929722196e-4
pOcc,5,24558,m,0.3722008463432104
pOcc,5,24558,mu,0.019308101600664176
pOcc,5,24558,N.0,2.0741056712763912e-4
pOcc,5,24558,n.ldd,0.4623698297024298
pOcc,5,24558,p,0.007814569831046567
pOcc,5,24558,p.c,0.001188436773649365
pOcc,5,24558,p.f,0.010878893035917653
